DateTime,Date,Time,Time24,ISOdateTime,LinuxTime,Temperature,Humidity
"7/7/2022, 4:33:00 PM",2022-07-07,4:33:00 PM,16:33:00,2022-07-07T12:33:00.000Z,1657197180,-18.6,49
"7/7/2022, 4:34:00 PM",2022-07-07,4:34:00 PM,16:34:00,2022-07-07T12:34:00.000Z,1657197240,-18.5,49
"7/7/2022, 4:35:00 PM",2022-07-07,4:35:00 PM,16:35:00,2022-07-07T12:35:00.000Z,1657197300,-18.4,49
"7/7/2022, 4:36:00 PM",2022-07-07,4:36:00 PM,16:36:00,2022-07-07T12:36:00.000Z,1657197360,-18.5,49
"7/7/2022, 4:37:00 PM",2022-07-07,4:37:00 PM,16:37:00,2022-07-07T12:37:00.000Z,1657197420,-18.7,49
"7/7/2022, 4:38:00 PM",2022-07-07,4:38:00 PM,16:38:00,2022-07-07T12:38:00.000Z,1657197480,-19.0,49
"7/7/2022, 4:39:00 PM",2022-07-07,4:39:00 PM,16:39:00,2022-07-07T12:39:00.000Z,1657197540,-19.2,49
"7/7/2022, 4:40:00 PM",2022-07-07,4:40:00 PM,16:40:00,2022-07-07T12:40:00.000Z,1657197600,-19.3,49
"7/7/2022, 4:41:00 PM",2022-07-07,4:41:00 PM,16:41:00,2022-07-07T12:41:00.000Z,1657197660,-19.5,49
"7/7/2022, 4:42:00 PM",2022-07-07,4:42:00 PM,16:42:00,2022-07-07T12:42:00.000Z,1657197720,-19.6,49
"7/7/2022, 4:43:00 PM",2022-07-07,4:43:00 PM,16:43:00,2022-07-07T12:43:00.000Z,1657197780,-19.8,49
"7/7/2022, 4:44:00 PM",2022-07-07,4:44:00 PM,16:44:00,2022-07-07T12:44:00.000Z,1657197840,-19.9,49
"7/7/2022, 4:45:00 PM",2022-07-07,4:45:00 PM,16:45:00,2022-07-07T12:45:00.000Z,1657197900,-20.1,49
"7/7/2022, 4:46:00 PM",2022-07-07,4:46:00 PM,16:46:00,2022-07-07T12:46:00.000Z,1657197960,-20.3,49
"7/7/2022, 4:47:00 PM",2022-07-07,4:47:00 PM,16:47:00,2022-07-07T12:47:00.000Z,1657198020,-20.3,49
"7/7/2022, 4:48:00 PM",2022-07-07,4:48:00 PM,16:48:00,2022-07-07T12:48:00.000Z,1657198080,-20.5,49
"7/7/2022, 4:49:00 PM",2022-07-07,4:49:00 PM,16:49:00,2022-07-07T12:49:00.000Z,1657198140,-20.6,49
"7/7/2022, 4:50:00 PM",2022-07-07,4:50:00 PM,16:50:00,2022-07-07T12:50:00.000Z,1657198200,-20.7,49
"7/7/2022, 4:51:00 PM",2022-07-07,4:51:00 PM,16:51:00,2022-07-07T12:51:00.000Z,1657198260,-20.5,49
"7/7/2022, 4:52:00 PM",2022-07-07,4:52:00 PM,16:52:00,2022-07-07T12:52:00.000Z,1657198320,-20.4,49
"7/7/2022, 4:53:00 PM",2022-07-07,4:53:00 PM,16:53:00,2022-07-07T12:53:00.000Z,1657198380,-20.2,49
"7/7/2022, 4:54:00 PM",2022-07-07,4:54:00 PM,16:54:00,2022-07-07T12:54:00.000Z,1657198440,-20.0,49
"7/7/2022, 4:55:00 PM",2022-07-07,4:55:00 PM,16:55:00,2022-07-07T12:55:00.000Z,1657198500,-19.9,49
"7/7/2022, 4:56:00 PM",2022-07-07,4:56:00 PM,16:56:00,2022-07-07T12:56:00.000Z,1657198560,-19.7,49
"7/7/2022, 4:57:00 PM",2022-07-07,4:57:00 PM,16:57:00,2022-07-07T12:57:00.000Z,1657198620,-19.5,49
"7/7/2022, 4:58:00 PM",2022-07-07,4:58:00 PM,16:58:00,2022-07-07T12:58:00.000Z,1657198680,-19.4,49
"7/7/2022, 4:59:00 PM",2022-07-07,4:59:00 PM,16:59:00,2022-07-07T12:59:00.000Z,1657198740,-19.1,49
"7/7/2022, 5:00:00 PM",2022-07-07,5:00:00 PM,17:00:00,2022-07-07T13:00:00.000Z,1657198800,-19.0,49
"7/7/2022, 5:01:00 PM",2022-07-07,5:01:00 PM,17:01:00,2022-07-07T13:01:00.000Z,1657198860,-18.8,49
"7/7/2022, 5:02:00 PM",2022-07-07,5:02:00 PM,17:02:00,2022-07-07T13:02:00.000Z,1657198920,-18.6,49
"7/7/2022, 5:03:00 PM",2022-07-07,5:03:00 PM,17:03:00,2022-07-07T13:03:00.000Z,1657198980,-18.5,49
"7/7/2022, 5:04:00 PM",2022-07-07,5:04:00 PM,17:04:00,2022-07-07T13:04:00.000Z,1657199040,-18.4,49
"7/7/2022, 5:05:00 PM",2022-07-07,5:05:00 PM,17:05:00,2022-07-07T13:05:00.000Z,1657199100,-18.7,49
"7/7/2022, 5:06:00 PM",2022-07-07,5:06:00 PM,17:06:00,2022-07-07T13:06:00.000Z,1657199160,-18.9,49
"7/7/2022, 5:07:00 PM",2022-07-07,5:07:00 PM,17:07:00,2022-07-07T13:07:00.000Z,1657199220,-19.1,49
"7/7/2022, 5:08:00 PM",2022-07-07,5:08:00 PM,17:08:00,2022-07-07T13:08:00.000Z,1657199280,-19.2,49
"7/7/2022, 5:09:00 PM",2022-07-07,5:09:00 PM,17:09:00,2022-07-07T13:09:00.000Z,1657199340,-19.4,49
"7/7/2022, 5:10:00 PM",2022-07-07,5:10:00 PM,17:10:00,2022-07-07T13:10:00.000Z,1657199400,-19.5,49
"7/7/2022, 5:11:00 PM",2022-07-07,5:11:00 PM,17:11:00,2022-07-07T13:11:00.000Z,1657199460,-19.7,49
"7/7/2022, 5:12:00 PM",2022-07-07,5:12:00 PM,17:12:00,2022-07-07T13:12:00.000Z,1657199520,-19.9,49
"7/7/2022, 5:13:00 PM",2022-07-07,5:13:00 PM,17:13:00,2022-07-07T13:13:00.000Z,1657199580,-20.0,49
"7/7/2022, 5:14:00 PM",2022-07-07,5:14:00 PM,17:14:00,2022-07-07T13:14:00.000Z,1657199640,-20.2,49
"7/7/2022, 5:15:00 PM",2022-07-07,5:15:00 PM,17:15:00,2022-07-07T13:15:00.000Z,1657199700,-20.3,49
"7/7/2022, 5:16:00 PM",2022-07-07,5:16:00 PM,17:16:00,2022-07-07T13:16:00.000Z,1657199760,-20.4,49
"7/7/2022, 5:17:00 PM",2022-07-07,5:17:00 PM,17:17:00,2022-07-07T13:17:00.000Z,1657199820,-20.5,49
"7/7/2022, 5:18:00 PM",2022-07-07,5:18:00 PM,17:18:00,2022-07-07T13:18:00.000Z,1657199880,-20.6,49
"7/7/2022, 5:19:00 PM",2022-07-07,5:19:00 PM,17:19:00,2022-07-07T13:19:00.000Z,1657199940,-20.6,49
"7/7/2022, 5:20:00 PM",2022-07-07,5:20:00 PM,17:20:00,2022-07-07T13:20:00.000Z,1657200000,-20.5,49
"7/7/2022, 5:21:00 PM",2022-07-07,5:21:00 PM,17:21:00,2022-07-07T13:21:00.000Z,1657200060,-20.4,49
"7/7/2022, 5:22:00 PM",2022-07-07,5:22:00 PM,17:22:00,2022-07-07T13:22:00.000Z,1657200120,-20.1,49
"7/7/2022, 5:23:00 PM",2022-07-07,5:23:00 PM,17:23:00,2022-07-07T13:23:00.000Z,1657200180,-20.0,49
"7/7/2022, 5:24:00 PM",2022-07-07,5:24:00 PM,17:24:00,2022-07-07T13:24:00.000Z,1657200240,-19.8,49
"7/7/2022, 5:25:00 PM",2022-07-07,5:25:00 PM,17:25:00,2022-07-07T13:25:00.000Z,1657200300,-19.7,49
"7/7/2022, 5:26:00 PM",2022-07-07,5:26:00 PM,17:26:00,2022-07-07T13:26:00.000Z,1657200360,-19.5,49
"7/7/2022, 5:27:00 PM",2022-07-07,5:27:00 PM,17:27:00,2022-07-07T13:27:00.000Z,1657200420,-19.3,49
"7/7/2022, 5:28:00 PM",2022-07-07,5:28:00 PM,17:28:00,2022-07-07T13:28:00.000Z,1657200480,-19.2,49
"7/7/2022, 5:29:00 PM",2022-07-07,5:29:00 PM,17:29:00,2022-07-07T13:29:00.000Z,1657200540,-19.1,49
"7/7/2022, 5:30:00 PM",2022-07-07,5:30:00 PM,17:30:00,2022-07-07T13:30:00.000Z,1657200600,-18.8,49
"7/7/2022, 5:31:00 PM",2022-07-07,5:31:00 PM,17:31:00,2022-07-07T13:31:00.000Z,1657200660,-18.7,49
"7/7/2022, 5:32:00 PM",2022-07-07,5:32:00 PM,17:32:00,2022-07-07T13:32:00.000Z,1657200720,-18.4,49
"7/7/2022, 5:33:00 PM",2022-07-07,5:33:00 PM,17:33:00,2022-07-07T13:33:00.000Z,1657200780,-18.5,49
"7/7/2022, 5:34:00 PM",2022-07-07,5:34:00 PM,17:34:00,2022-07-07T13:34:00.000Z,1657200840,-18.8,49
"7/7/2022, 5:35:00 PM",2022-07-07,5:35:00 PM,17:35:00,2022-07-07T13:35:00.000Z,1657200900,-18.8,49
"7/7/2022, 5:36:00 PM",2022-07-07,5:36:00 PM,17:36:00,2022-07-07T13:36:00.000Z,1657200960,-19.1,49
"7/7/2022, 5:37:00 PM",2022-07-07,5:37:00 PM,17:37:00,2022-07-07T13:37:00.000Z,1657201020,-19.2,49
"7/7/2022, 5:38:00 PM",2022-07-07,5:38:00 PM,17:38:00,2022-07-07T13:38:00.000Z,1657201080,-19.4,49
"7/7/2022, 5:39:00 PM",2022-07-07,5:39:00 PM,17:39:00,2022-07-07T13:39:00.000Z,1657201140,-19.6,49
"7/7/2022, 5:40:00 PM",2022-07-07,5:40:00 PM,17:40:00,2022-07-07T13:40:00.000Z,1657201200,-19.7,49
"7/7/2022, 5:41:00 PM",2022-07-07,5:41:00 PM,17:41:00,2022-07-07T13:41:00.000Z,1657201260,-19.9,49
"7/7/2022, 5:42:00 PM",2022-07-07,5:42:00 PM,17:42:00,2022-07-07T13:42:00.000Z,1657201320,-20.0,49
"7/7/2022, 5:43:00 PM",2022-07-07,5:43:00 PM,17:43:00,2022-07-07T13:43:00.000Z,1657201380,-20.2,49
"7/7/2022, 5:44:00 PM",2022-07-07,5:44:00 PM,17:44:00,2022-07-07T13:44:00.000Z,1657201440,-20.3,49
"7/7/2022, 5:45:00 PM",2022-07-07,5:45:00 PM,17:45:00,2022-07-07T13:45:00.000Z,1657201500,-20.4,49
"7/7/2022, 5:46:00 PM",2022-07-07,5:46:00 PM,17:46:00,2022-07-07T13:46:00.000Z,1657201560,-20.6,49
"7/7/2022, 5:47:00 PM",2022-07-07,5:47:00 PM,17:47:00,2022-07-07T13:47:00.000Z,1657201620,-20.6,49
"7/7/2022, 5:48:00 PM",2022-07-07,5:48:00 PM,17:48:00,2022-07-07T13:48:00.000Z,1657201680,-20.6,49
"7/7/2022, 5:49:00 PM",2022-07-07,5:49:00 PM,17:49:00,2022-07-07T13:49:00.000Z,1657201740,-20.5,49
"7/7/2022, 5:50:00 PM",2022-07-07,5:50:00 PM,17:50:00,2022-07-07T13:50:00.000Z,1657201800,-20.4,49
"7/7/2022, 5:51:00 PM",2022-07-07,5:51:00 PM,17:51:00,2022-07-07T13:51:00.000Z,1657201860,-20.1,49
"7/7/2022, 5:52:00 PM",2022-07-07,5:52:00 PM,17:52:00,2022-07-07T13:52:00.000Z,1657201920,-19.9,49
"7/7/2022, 5:53:00 PM",2022-07-07,5:53:00 PM,17:53:00,2022-07-07T13:53:00.000Z,1657201980,-19.8,49
"7/7/2022, 5:54:00 PM",2022-07-07,5:54:00 PM,17:54:00,2022-07-07T13:54:00.000Z,1657202040,-19.6,49
"7/7/2022, 5:55:00 PM",2022-07-07,5:55:00 PM,17:55:00,2022-07-07T13:55:00.000Z,1657202100,-19.5,49
"7/7/2022, 5:56:00 PM",2022-07-07,5:56:00 PM,17:56:00,2022-07-07T13:56:00.000Z,1657202160,-19.3,49
"7/7/2022, 5:57:00 PM",2022-07-07,5:57:00 PM,17:57:00,2022-07-07T13:57:00.000Z,1657202220,-19.2,49
"7/7/2022, 5:58:00 PM",2022-07-07,5:58:00 PM,17:58:00,2022-07-07T13:58:00.000Z,1657202280,-19.0,49
"7/7/2022, 5:59:00 PM",2022-07-07,5:59:00 PM,17:59:00,2022-07-07T13:59:00.000Z,1657202340,-18.8,49
"7/7/2022, 6:00:00 PM",2022-07-07,6:00:00 PM,18:00:00,2022-07-07T14:00:00.000Z,1657202400,-18.5,49
"7/7/2022, 6:01:00 PM",2022-07-07,6:01:00 PM,18:01:00,2022-07-07T14:01:00.000Z,1657202460,-18.4,49
"7/7/2022, 6:02:00 PM",2022-07-07,6:02:00 PM,18:02:00,2022-07-07T14:02:00.000Z,1657202520,-18.5,49
"7/7/2022, 6:03:00 PM",2022-07-07,6:03:00 PM,18:03:00,2022-07-07T14:03:00.000Z,1657202580,-18.6,49
"7/7/2022, 6:04:00 PM",2022-07-07,6:04:00 PM,18:04:00,2022-07-07T14:04:00.000Z,1657202640,-18.8,49
"7/7/2022, 6:05:00 PM",2022-07-07,6:05:00 PM,18:05:00,2022-07-07T14:05:00.000Z,1657202700,-19.2,49
"7/7/2022, 6:06:00 PM",2022-07-07,6:06:00 PM,18:06:00,2022-07-07T14:06:00.000Z,1657202760,-19.3,49
"7/7/2022, 6:07:00 PM",2022-07-07,6:07:00 PM,18:07:00,2022-07-07T14:07:00.000Z,1657202820,-19.4,49
"7/7/2022, 6:08:00 PM",2022-07-07,6:08:00 PM,18:08:00,2022-07-07T14:08:00.000Z,1657202880,-19.5,49
"7/7/2022, 6:09:00 PM",2022-07-07,6:09:00 PM,18:09:00,2022-07-07T14:09:00.000Z,1657202940,-19.6,49
"7/7/2022, 6:10:00 PM",2022-07-07,6:10:00 PM,18:10:00,2022-07-07T14:10:00.000Z,1657203000,-19.9,49
"7/7/2022, 6:11:00 PM",2022-07-07,6:11:00 PM,18:11:00,2022-07-07T14:11:00.000Z,1657203060,-20.0,49
"7/7/2022, 6:12:00 PM",2022-07-07,6:12:00 PM,18:12:00,2022-07-07T14:12:00.000Z,1657203120,-20.1,49
"7/7/2022, 6:13:00 PM",2022-07-07,6:13:00 PM,18:13:00,2022-07-07T14:13:00.000Z,1657203180,-20.3,49
"7/7/2022, 6:14:00 PM",2022-07-07,6:14:00 PM,18:14:00,2022-07-07T14:14:00.000Z,1657203240,-20.4,49
"7/7/2022, 6:15:00 PM",2022-07-07,6:15:00 PM,18:15:00,2022-07-07T14:15:00.000Z,1657203300,-20.5,49
"7/7/2022, 6:16:00 PM",2022-07-07,6:16:00 PM,18:16:00,2022-07-07T14:16:00.000Z,1657203360,-20.6,49
"7/7/2022, 6:17:00 PM",2022-07-07,6:17:00 PM,18:17:00,2022-07-07T14:17:00.000Z,1657203420,-20.6,49
"7/7/2022, 6:18:00 PM",2022-07-07,6:18:00 PM,18:18:00,2022-07-07T14:18:00.000Z,1657203480,-20.5,49
"7/7/2022, 6:19:00 PM",2022-07-07,6:19:00 PM,18:19:00,2022-07-07T14:19:00.000Z,1657203540,-20.3,49
"7/7/2022, 6:20:00 PM",2022-07-07,6:20:00 PM,18:20:00,2022-07-07T14:20:00.000Z,1657203600,-20.1,49
"7/7/2022, 6:21:00 PM",2022-07-07,6:21:00 PM,18:21:00,2022-07-07T14:21:00.000Z,1657203660,-19.9,49
"7/7/2022, 6:22:00 PM",2022-07-07,6:22:00 PM,18:22:00,2022-07-07T14:22:00.000Z,1657203720,-19.7,49
"7/7/2022, 6:23:00 PM",2022-07-07,6:23:00 PM,18:23:00,2022-07-07T14:23:00.000Z,1657203780,-19.6,49
"7/7/2022, 6:24:00 PM",2022-07-07,6:24:00 PM,18:24:00,2022-07-07T14:24:00.000Z,1657203840,-19.5,49
"7/7/2022, 6:25:00 PM",2022-07-07,6:25:00 PM,18:25:00,2022-07-07T14:25:00.000Z,1657203900,-19.2,49
"7/7/2022, 6:26:00 PM",2022-07-07,6:26:00 PM,18:26:00,2022-07-07T14:26:00.000Z,1657203960,-19.1,49
"7/7/2022, 6:27:00 PM",2022-07-07,6:27:00 PM,18:27:00,2022-07-07T14:27:00.000Z,1657204020,-19.0,49
"7/7/2022, 6:28:00 PM",2022-07-07,6:28:00 PM,18:28:00,2022-07-07T14:28:00.000Z,1657204080,-18.7,49
"7/7/2022, 6:29:00 PM",2022-07-07,6:29:00 PM,18:29:00,2022-07-07T14:29:00.000Z,1657204140,-18.6,49
"7/7/2022, 6:30:00 PM",2022-07-07,6:30:00 PM,18:30:00,2022-07-07T14:30:00.000Z,1657204200,-18.5,49
"7/7/2022, 6:31:00 PM",2022-07-07,6:31:00 PM,18:31:00,2022-07-07T14:31:00.000Z,1657204260,-18.6,49
"7/7/2022, 6:32:00 PM",2022-07-07,6:32:00 PM,18:32:00,2022-07-07T14:32:00.000Z,1657204320,-18.7,49
"7/7/2022, 6:33:00 PM",2022-07-07,6:33:00 PM,18:33:00,2022-07-07T14:33:00.000Z,1657204380,-18.9,49
"7/7/2022, 6:34:00 PM",2022-07-07,6:34:00 PM,18:34:00,2022-07-07T14:34:00.000Z,1657204440,-19.2,49
"7/7/2022, 6:35:00 PM",2022-07-07,6:35:00 PM,18:35:00,2022-07-07T14:35:00.000Z,1657204500,-19.3,49
"7/7/2022, 6:36:00 PM",2022-07-07,6:36:00 PM,18:36:00,2022-07-07T14:36:00.000Z,1657204560,-19.5,49
"7/7/2022, 6:37:00 PM",2022-07-07,6:37:00 PM,18:37:00,2022-07-07T14:37:00.000Z,1657204620,-19.6,49
"7/7/2022, 6:38:00 PM",2022-07-07,6:38:00 PM,18:38:00,2022-07-07T14:38:00.000Z,1657204680,-19.8,49
"7/7/2022, 6:39:00 PM",2022-07-07,6:39:00 PM,18:39:00,2022-07-07T14:39:00.000Z,1657204740,-19.9,49
"7/7/2022, 6:40:00 PM",2022-07-07,6:40:00 PM,18:40:00,2022-07-07T14:40:00.000Z,1657204800,-20.1,49
"7/7/2022, 6:41:00 PM",2022-07-07,6:41:00 PM,18:41:00,2022-07-07T14:41:00.000Z,1657204860,-20.2,49
"7/7/2022, 6:42:00 PM",2022-07-07,6:42:00 PM,18:42:00,2022-07-07T14:42:00.000Z,1657204920,-20.3,49
"7/7/2022, 6:43:00 PM",2022-07-07,6:43:00 PM,18:43:00,2022-07-07T14:43:00.000Z,1657204980,-20.5,49
"7/7/2022, 6:44:00 PM",2022-07-07,6:44:00 PM,18:44:00,2022-07-07T14:44:00.000Z,1657205040,-20.5,49
"7/7/2022, 6:45:00 PM",2022-07-07,6:45:00 PM,18:45:00,2022-07-07T14:45:00.000Z,1657205100,-20.7,49
"7/7/2022, 6:46:00 PM",2022-07-07,6:46:00 PM,18:46:00,2022-07-07T14:46:00.000Z,1657205160,-20.5,49
"7/7/2022, 6:47:00 PM",2022-07-07,6:47:00 PM,18:47:00,2022-07-07T14:47:00.000Z,1657205220,-20.4,49
"7/7/2022, 6:48:00 PM",2022-07-07,6:48:00 PM,18:48:00,2022-07-07T14:48:00.000Z,1657205280,-20.1,49
"7/7/2022, 6:49:00 PM",2022-07-07,6:49:00 PM,18:49:00,2022-07-07T14:49:00.000Z,1657205340,-20.0,49
"7/7/2022, 6:50:00 PM",2022-07-07,6:50:00 PM,18:50:00,2022-07-07T14:50:00.000Z,1657205400,-19.9,49
"7/7/2022, 6:51:00 PM",2022-07-07,6:51:00 PM,18:51:00,2022-07-07T14:51:00.000Z,1657205460,-19.7,49
"7/7/2022, 6:52:00 PM",2022-07-07,6:52:00 PM,18:52:00,2022-07-07T14:52:00.000Z,1657205520,-19.5,49
"7/7/2022, 6:53:00 PM",2022-07-07,6:53:00 PM,18:53:00,2022-07-07T14:53:00.000Z,1657205580,-19.3,49
"7/7/2022, 6:54:00 PM",2022-07-07,6:54:00 PM,18:54:00,2022-07-07T14:54:00.000Z,1657205640,-19.2,49
"7/7/2022, 6:55:00 PM",2022-07-07,6:55:00 PM,18:55:00,2022-07-07T14:55:00.000Z,1657205700,-19.1,49
"7/7/2022, 6:56:00 PM",2022-07-07,6:56:00 PM,18:56:00,2022-07-07T14:56:00.000Z,1657205760,-18.9,49
"7/7/2022, 6:57:00 PM",2022-07-07,6:57:00 PM,18:57:00,2022-07-07T14:57:00.000Z,1657205820,-18.6,49
"7/7/2022, 6:58:00 PM",2022-07-07,6:58:00 PM,18:58:00,2022-07-07T14:58:00.000Z,1657205880,-18.4,49
"7/7/2022, 6:59:00 PM",2022-07-07,6:59:00 PM,18:59:00,2022-07-07T14:59:00.000Z,1657205940,-18.5,49
"7/7/2022, 7:00:00 PM",2022-07-07,7:00:00 PM,19:00:00,2022-07-07T15:00:00.000Z,1657206000,-18.7,49
"7/7/2022, 7:01:00 PM",2022-07-07,7:01:00 PM,19:01:00,2022-07-07T15:01:00.000Z,1657206060,-18.8,49
"7/7/2022, 7:02:00 PM",2022-07-07,7:02:00 PM,19:02:00,2022-07-07T15:02:00.000Z,1657206120,-19.1,49
"7/7/2022, 7:03:00 PM",2022-07-07,7:03:00 PM,19:03:00,2022-07-07T15:03:00.000Z,1657206180,-19.2,49
"7/7/2022, 7:04:00 PM",2022-07-07,7:04:00 PM,19:04:00,2022-07-07T15:04:00.000Z,1657206240,-19.4,49
"7/7/2022, 7:05:00 PM",2022-07-07,7:05:00 PM,19:05:00,2022-07-07T15:05:00.000Z,1657206300,-19.5,49
"7/7/2022, 7:06:00 PM",2022-07-07,7:06:00 PM,19:06:00,2022-07-07T15:06:00.000Z,1657206360,-19.6,49
"7/7/2022, 7:07:00 PM",2022-07-07,7:07:00 PM,19:07:00,2022-07-07T15:07:00.000Z,1657206420,-19.9,49
"7/7/2022, 7:08:00 PM",2022-07-07,7:08:00 PM,19:08:00,2022-07-07T15:08:00.000Z,1657206480,-20.0,49
"7/7/2022, 7:09:00 PM",2022-07-07,7:09:00 PM,19:09:00,2022-07-07T15:09:00.000Z,1657206540,-20.1,49
"7/7/2022, 7:10:00 PM",2022-07-07,7:10:00 PM,19:10:00,2022-07-07T15:10:00.000Z,1657206600,-20.3,49
"7/7/2022, 7:11:00 PM",2022-07-07,7:11:00 PM,19:11:00,2022-07-07T15:11:00.000Z,1657206660,-20.4,49
"7/7/2022, 7:12:00 PM",2022-07-07,7:12:00 PM,19:12:00,2022-07-07T15:12:00.000Z,1657206720,-20.5,49
"7/7/2022, 7:13:00 PM",2022-07-07,7:13:00 PM,19:13:00,2022-07-07T15:13:00.000Z,1657206780,-20.6,49
"7/7/2022, 7:14:00 PM",2022-07-07,7:14:00 PM,19:14:00,2022-07-07T15:14:00.000Z,1657206840,-20.6,49
"7/7/2022, 7:15:00 PM",2022-07-07,7:15:00 PM,19:15:00,2022-07-07T15:15:00.000Z,1657206900,-20.4,49
"7/7/2022, 7:16:00 PM",2022-07-07,7:16:00 PM,19:16:00,2022-07-07T15:16:00.000Z,1657206960,-20.2,49
"7/7/2022, 7:17:00 PM",2022-07-07,7:17:00 PM,19:17:00,2022-07-07T15:17:00.000Z,1657207020,-20.1,49
"7/7/2022, 7:18:00 PM",2022-07-07,7:18:00 PM,19:18:00,2022-07-07T15:18:00.000Z,1657207080,-19.8,49
"7/7/2022, 7:19:00 PM",2022-07-07,7:19:00 PM,19:19:00,2022-07-07T15:19:00.000Z,1657207140,-19.7,49
"7/7/2022, 7:20:00 PM",2022-07-07,7:20:00 PM,19:20:00,2022-07-07T15:20:00.000Z,1657207200,-19.6,49
